Species,Family,Signal_Type,Fppeak,Fp_mean_K,Fp_max,Fp_min,Dur,IPI,Data
Miniopterus gleni,Miniopteridae,FM/QCF,41.82,43.318,53,35,2.67,107.645,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.009,50.156,53,33,2.586,34.965,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.086,50.655,54,34,3.231,49.108,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.017,44.438,47,37,3.381,86.823,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.05,44.737,45,35,2.03,,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.035,47.562,45,33,2.428,89.59,complete
Miniopterus gleni,Miniopteridae,FM/QCF,38.073,41.649,47,32,2.583,125.77,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.012,44.836,48,30,2.112,43.072,complete
Miniopterus gleni,Miniopteridae,FM/QCF,39.115,46.109,47,33,2.358,60.21,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.753,49.002,50,35,2.412,80.522,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.006,53.512,47,33,2.006,25.634,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.16,44.244,55,36,2.031,41.594,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.937,47.163,51,38,2.884,65.832,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.205,46.852,49,37,2.298,61.243,complete
Miniopterus gleni,Miniopteridae,FM/QCF,39.939,41.369,43,35,3.57,59.949,complete
Miniopterus gleni,Miniopteridae,FM/QCF,39.84,41.176,44,34,3.665,76.405,complete
Miniopterus gleni,Miniopteridae,FM/QCF,39.267,40.505,46,36,4.278,105.231,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.164,64.182,105,46.5,2.399,87.943,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,58.45,59.851,69,51,2.787,162.492,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.95,62.411,88.5,52.5,2.544,129.131,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.026,62.778,69,52.5,2.814,130.282,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,58.904,63.088,90,52.5,2.748,74.775,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.979,62.958,106.5,52.5,2.852,73.719,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.066,64.126,90,45,2.006,173.133,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.973,61.427,67.5,51,2.971,89.155,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.945,61.154,66,51,3.697,100.084,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.187,64.071,67.5,51,2.285,174.859,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,61.244,60.558,69,46.5,2.368,58.957,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.847,60.801,73.5,49.5,2.062,66.723,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.159,63.806,72,51,2.633,61.546,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.194,49.424,70.5,54,2.731,68.448,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.892,60.437,87,51,3.241,89.73,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.049,60.662,90,46.5,2.3,25.021,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,61.4,57.87,72,45,3.629,54.643,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,58.751,63.084,73.5,49.5,4.003,92.894,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.805,59.323,67.5,46.5,3.56,70.749,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.152,64.839,72,52.5,3.238,67.01,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.807,60.788,64.5,52.5,4.534,60.108,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.094,63.483,73.5,49.5,2.227,62.121,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.076,64.688,94.5,51,2.142,58.957,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.2,64.515,69,48,3.246,45.728,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,61.411,54.651,79.5,51,3.277,70.461,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.933,60.275,72,51,2.493,85.416,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.089,60.282,72,51,2.592,77.364,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.024,58.933,72,52.5,3.405,73.05,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.189,64.019,81,51,2.928,65.86,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.131,61.833,85.5,49.5,2.891,78.514,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,61.656,63.059,73.5,49.5,2.033,89.73,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.218,56.207,85.5,55.5,2.006,70.461,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,61.363,62.865,69,46.5,2.691,53.493,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,58.449,65.129,85.5,48,3.425,60.108,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,57.231,56.762,69,49.5,2.507,72.762,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,55.708,49.398,72,49.5,2.612,83.403,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.742,61.982,67.5,43.5,2.278,68.16,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,57.208,59.384,69,46.5,2.439,69.023,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,55.985,58.294,69,48,2.378,75.926,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.668,65.935,64.5,48,2.498,58.957,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.695,64.933,64.5,46.5,2.426,67.585,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,58.428,63.218,72,48,3.324,44.29,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,58.594,62.701,63,48,2.575,54.643,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.248,64.317,67.5,48,3.038,46.303,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.304,65.397,75,48,2.48,78.226,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.743,60.139,70.5,46.5,2.368,60.971,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.864,58.878,69,46.5,2.953,116.764,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,57.191,59.992,69,48,3.304,113.888,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,58.958,59.904,76.5,54,3.048,70.461,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.98,65.421,70.5,49.5,2.675,77.651,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.221,61.738,91.5,46.5,3.253,89.433,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.888,59.938,64.5,46.5,3.694,95.77,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,64.625,64.371,88.5,46.5,2.752,55.794,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,57.168,61.499,75,48,4.453,36.525,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.012,60.577,70.5,46.5,2.995,81.678,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.07,61.718,72,48,3.38,72.762,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.002,61.707,72,55.5,3.891,69.311,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,58.481,58.118,64.5,51.417,2.033,85.129,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,61.371,64.875,78,48,3.244,38.538,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,61.26,62.785,69,48,2.564,195.566,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,61.476,64.82,69,48,3.45,113.601,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.008,63.865,67.5,46.5,4.147,46.878,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.956,56.697,73.5,48,2.711,65.285,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.069,65.354,90,46.5,2.033,59.82,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.887,63.414,73.5,48,3.301,76.213,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.146,65.222,72,46.5,2.525,98.646,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,61.222,62.081,70.5,48,3.004,78.226,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,45.112,55.049,51,38,3.226,135.753,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,46.929,52.576,54,40,3.61,158.196,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,55.036,59.678,66,45,2.177,31.918,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,63.02,64.583,93,40,2.019,33.913,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.991,64.97,98,42,2.363,38.202,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,60.981,63.873,90,49,2.465,81.591,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,62.008,62.051,89,41,2.693,37.803,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,59.098,61.53,69,48,2.012,38.302,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,63.766,55.781,67,54,2.654,106.927,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,50.929,59.968,90,42,2.351,82.988,complete
Miniopterus griveaudi,Miniopteridae,FM/QCF,58.938,61.84,91,40,3.122,70.221,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,60.331,62.454,78.125,48.828,2.44,47.024,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,60.447,64.547,70.313,48.828,2.355,61.043,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,66.132,65.067,72.266,48.828,2.386,113.763,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,56.421,62.557,76.172,48.828,2.575,46.878,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,56.974,63.299,78.125,48.828,2.981,49.507,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,62.372,62.305,82.031,48.828,3.113,45.418,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,62.526,63.331,85.938,48.828,2.96,68.929,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,58.724,62.814,74.219,46.875,2.654,34.465,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,58.583,62.556,78.125,50.781,2.588,40.452,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,58.923,63.247,74.219,50.781,2.1,36.655,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,50.974,58.29,64.453,39.063,3.634,62.212,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,48.757,54.796,68.359,35.156,3.789,104.709,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,68.2,65.65,89.844,48.828,2.141,52.427,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,66.361,65.778,78.125,48.828,2.43,66.739,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,64.561,65.998,97.656,48.828,2.096,44.103,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,66.781,67.458,89.844,50.781,2.141,59.145,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,62.327,67.959,78.125,50.781,3.039,49.799,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,66.316,68.981,72.266,50.781,2.689,42.205,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,62.544,67.356,80.078,50.781,2.346,44.687,complete
Miniopterus mahafaliensis,Miniopteridae,FM/QCF,60.722,65.218,82.031,46.875,2.143,64.402,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,43.1,36.7,21,123,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39.3,,46.1,37.5,25,225,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39,,42,35.6,20,177,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.6,,47.6,36,20,130,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39,,43.1,37.8,26,152,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39.3,,48,37.5,21,104,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39,,49.8,38.6,22,106,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.5,,42,37.1,17,176,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.5,,42,37.1,32,184,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39,,41.6,38.2,32,110,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.1,,40.8,36.7,14,84,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39.7,,45,37.8,21,121,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.1,,41.2,35.6,10,191,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.3,,40.8,34.1,37,190,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,40.1,37.1,1,190,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.7,,41.2,36.3,14,210,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,35.6,,39.7,33.3,14,179,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,35.2,,38.6,33,25,206,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36,,38.2,34.1,9,205,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36,,39.3,33.7,10,197,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36,,37.8,32.2,17,206,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.2,,41.2,35.6,29,206,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,40.8,,46.5,39,9,145,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36,,44.6,34.5,13,282,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.2,,43.5,36.3,14,114,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.3,,42,34.1,12,190,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39.3,,50.2,38.6,18,104,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,40.5,,49.1,37.5,13,132,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.3,,42.3,34.5,13,197,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39.3,,50.2,36.7,20,113,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39.3,,45,35.6,12,155,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.6,,51.3,36.7,13,85,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39,,47.6,34.8,16,109,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39,,43.8,37.1,10,382,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,41.6,36.3,8,162,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.6,,42.3,36.3,12,124,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.2,,44.2,36.7,12,264,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.6,,43.1,37.1,12,280,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,40.1,,43.1,38.2,1,181,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,40.1,,46.8,36,10,292,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,40.8,,43.5,37.5,6,274,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39,,40.8,36.7,8,213,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,40.5,35.2,10,405,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.6,,42.7,34.8,12,309,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.2,,41.2,33.7,9,212,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,40.5,,45.3,36,4,173,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,40.5,33.3,4,256,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,40.5,,49.1,37.8,4,82,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,41.2,,48.3,37.1,10,114,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,44.2,,50.6,37.5,8,70,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,42,,51,38.2,10,288,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,42,,48,36.7,14,180,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,42,,49.1,37.5,17,162,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,40.5,,49.8,40.1,13,158,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.8,,42,31.5,18,198,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.7,,37.5,31.5,13,211,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.5,,42.3,31.1,17,405,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,33.3,,37.5,31.1,10,300,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.7,,38.6,32.2,13,382,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.1,,39.7,32.6,14,202,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.5,,37.5,33.7,13,196,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,38.6,,40.5,36.3,1,90,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.1,,44.2,32.2,12,158,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.1,,42,33.3,10,256,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,43.8,31.8,12,164,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.3,,42.3,30.7,12,265,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36,,40.5,32.2,13,174,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,33.7,,39.7,32.6,14,166,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.8,,45.3,34.8,5,81,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.5,,39.3,32.2,17,94,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.8,,37.1,31.8,9,173,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,33.7,,40.1,32.6,16,160,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.5,,37.1,31.5,10,177,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,44.2,35.6,13,188,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.1,,42,33,17,296,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,39,,42.3,34.1,14,193,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,41.2,34.1,10,380,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,35.2,,39.7,32.6,14,389,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.8,,40.1,31.5,13,394,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.8,,37.8,33,13,470,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,35.6,,40.1,30.7,10,158,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.8,,38.2,31.5,12,276,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36,,40.1,31.1,13,182,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.8,,35.6,31.1,14,193,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.5,,39.7,30.7,10,181,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,35.6,,39,31.8,13,184,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,33.7,,36.7,31.1,9,188,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,42.3,31.8,25,162,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,33.3,,37.1,30.3,10,197,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,33,,39.3,30.7,13,128,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,32.6,,35.6,31.1,1,178,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,33.3,,36.7,32.2,10,157,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.1,,41.6,31.5,13,193,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,32.2,,35.6,30.3,14,190,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,32.6,,36,31.5,4,141,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.7,,39,34.5,4,153,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.3,,38.2,34.1,8,217,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,35.6,,37.8,34.1,8,153,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,31.5,,41.2,28.8,13,180,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,37.8,,39.7,34.8,1,130,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,36.3,,40.8,33,16,108,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,32.6,,40.8,30.7,12,82,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,35.6,,38.2,33.3,12,57,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.8,,36.7,31.1,8,116,complete
Molossid Sonotype (Mops/Chaerephon),Molossidae,QCF,34.8,,38.2,30.7,12,165,complete
Mops jobimena,Molossidae,QCF,24.062,24.416,39,13.5,9.492,243.062,complete
Mops jobimena,Molossidae,QCF,24.016,24.127,37.5,13.5,10.138,259.313,complete
Mops jobimena,Molossidae,QCF,22.41,23.58,37.5,15,10.145,212.965,complete
Mops jobimena,Molossidae,QCF,25.415,26.618,40.5,13.5,7.964,208.687,complete
Mops jobimena,Molossidae,QCF,23.81,24.502,39,15,7.134,213.203,complete
Mops jobimena,Molossidae,QCF,25.419,25.027,37.5,13.5,6.502,45.545,complete
Mops jobimena,Molossidae,QCF,29.842,26.462,34.5,10.5,3.418,48.25,complete
Mops jobimena,Molossidae,QCF,21.008,24.918,42,10.5,8.07,104.106,complete
Mops jobimena,Molossidae,QCF,25.401,27.043,34.5,9,8.204,87.943,complete
Mops jobimena,Molossidae,QCF,25.592,27.711,39,13.5,8.081,91.894,complete
Mops jobimena,Molossidae,QCF,23.902,23.962,40.5,13.5,11.645,172.796,complete
Mops jobimena,Molossidae,QCF,23.878,24.255,40.5,15,10.634,213.678,complete
Mops jobimena,Molossidae,QCF,23.971,24.679,36,13.5,10.5,100.065,complete
Mops jobimena,Molossidae,QCF,26.91,25.812,37.5,13.5,10.607,125.022,complete
Mops jobimena,Molossidae,QCF,25.044,26.536,41,17,9.517,123.596,complete
Mops jobimena,Molossidae,QCF,26.03,26.709,41,16,9.187,108.622,complete
Mops jobimena,Molossidae,QCF,22.067,22.879,34,17,3.971,124.764,complete
Mops jobimena,Molossidae,QCF,20.145,21.786,28,12,8.606,151.405,complete
Mops jobimena,Molossidae,QCF,25.976,26.469,44,17,8,92.459,complete
Mops jobimena,Molossidae,QCF,26.939,27.548,45,17,10.37,174.698,complete
Mops jobimena,Molossidae,QCF,25.026,25.377,44,16,6.472,104.581,complete
Mops jobimena,Molossidae,QCF,25.087,25.742,37,16,8.442,71.305,complete
Mops jobimena,Molossidae,QCF,24.896,24.24,36,16,6.225,30.424,complete
Mops jobimena,Molossidae,QCF,26.096,26.569,44,16,8.049,74.395,complete
Mops jobimena,Molossidae,QCF,27.913,27.384,42,16,9.715,106.007,complete
Mops jobimena,Molossidae,QCF,27.047,28.373,46,24,9.983,65.393,complete
Mops jobimena,Molossidae,QCF,24,24.822,38,15,8.931,183.73,complete
Mops jobimena,Molossidae,QCF,24.01,24.606,33,16,9.954,131.202,complete
Mops jobimena,Molossidae,QCF,25.978,25.606,36,13,8.676,143.799,complete
Mops jobimena,Molossidae,QCF,26.006,26.13,43,14,9.783,149.028,complete
Mops jobimena,Molossidae,QCF,21.024,23.469,27,11,11.107,133.103,complete
Mops jobimena,Molossidae,QCF,22.04,24.293,30,13,10.939,235.069,complete
